OBJECTID,STYLE,TYPE,Long,Lat
261,U,Bike Rack,-123.366570544474,48.423306246072
262,U,Bike Rack,-123.366540265464,48.4233048688501
263,U,Bike Rack,-123.365535919507,48.4245035928023
264,U,Bike Rack,-123.365538728026,48.4244930002965
265,U,Bike Rack,-123.366452879019,48.4241217730421
266,U,Bike Rack,-123.366413650102,48.4245895258405
267,U,Bike Rack,-123.366405208814,48.4246009981733
268,U,Bike Rack,-123.366927159893,48.4240359533192
269,U,Bike Rack,-123.365893471977,48.4230843751063
270,U,Bike Rack,-123.366069186155,48.4224615153449
271,U,Bike Rack,-123.366082438412,48.4224243766094
272,U,Bike Rack,-123.366078554894,48.4224301719777
273,U,Bike Rack,-123.366680273397,48.4224963624009
274,U,Bike Rack,-123.366191603758,48.4219764402879
275,U,Bike Rack,-123.36542440628,48.4217975791122
276,U,Bike Rack,-123.365414532819,48.4217896808719
277,U,Bike Rack,-123.365777228136,48.422322553816
278,U,Bike Rack,-123.365768682351,48.4223393956195
279,10 CUSTOM,Bike Rack,-123.365158503174,48.4227994597021
280,U,Bike Rack,-123.365555765731,48.423128756848
281,U,Bike Rack,-123.365541996938,48.4231472948736
282,U,Bike Rack,-123.364743726672,48.423664028029
283,U,Bike Rack,-123.365427626065,48.4236298987774
284,U,Bike Rack,-123.36549516892,48.4233928400531
285,U,Bike Rack,-123.363017754775,48.4236051562572
286,U,Bike Rack,-123.362984305683,48.4236025933476
287,U,Bike Rack,-123.364178096532,48.4237326120615
288,U,Bike Rack,-123.364144647297,48.4237300494826
289,U,Bike Rack,-123.365228211535,48.4238495886823
290,U,Bike Rack,-123.365172063866,48.4238461375655
291,U,Bike Rack,-123.365193306552,48.4244565580319
292,U,Bike Rack,-123.36518973191,48.4244721037783
293,U,Bike Rack,-123.36509047718,48.4245149336893
294,U,Bike Rack,-123.363500613077,48.4243464176903
295,U,Bike Rack,-123.362983655274,48.4242934492141
296,U,Bike Rack,-123.362954535172,48.4242905055668
297,U,Bike Rack,-123.36281934293,48.4244356639247
298,U,Bike Rack,-123.362869823281,48.4244411789929
299,U,Bike Rack,-123.362781788113,48.4244325182937
300,U,Bike Rack,-123.363734528127,48.4245192724447
301,U,Bike Rack,-123.36374014155,48.4245254983369
302,U,Bike Rack,-123.363755563392,48.4245280109469
303,U,Bike Rack,-123.363750684775,48.4245190621696
304,U,Bike Rack,-123.363762265807,48.4245231883018
305,U,Bike Rack,-123.363771443154,48.424527640505
306,U,Bike Rack,-123.363958226325,48.424540980598
307,U,Bike Rack,-123.364072771208,48.4245675965447
308,U,Bike Rack,-123.36395979103,48.424548850357
309,U,Bike Rack,-123.364343028244,48.4245996053866
310,U,Bike Rack,-123.364862908956,48.4246603119736
311,U,Bike Rack,-123.364695984353,48.424642078361
312,U,Bike Rack,-123.362017512479,48.4276880807154
313,U,Bike Rack,-123.358067495107,48.4275461353364
314,7 TRIANGLES,Bike Rack,-123.358084579155,48.427575791532
315,U,Bike Rack,-123.358070499757,48.4272547238011
316,U,Bike Rack,-123.358089849315,48.4272565016063
317,U,Bike Rack,-123.358276530803,48.4272821744768
318,U,Bike Rack,-123.360718422279,48.4275499431159
319,U,Bike Rack,-123.360749280806,48.4275513111361
320,U,Bike Rack,-123.361480956103,48.4275641302114
321,U,Bike Rack,-123.361952850928,48.4271067296848
322,U,Bike Rack,-123.361952733542,48.4270902015625
323,U,Bike Rack,-123.361636106222,48.4268006715895
324,U,Bike Rack,-123.361642596847,48.4267918381789
325,SNAKE,Bike Rack,-123.36110646524,48.4268811338506
326,3 TRIANGLES,Bike Rack,-123.36027785917,48.426794276137
327,12 CIRCLES,Bike Rack,-123.361826735704,48.4260866227931
328,U,Bike Rack,-123.361641099797,48.4260880774601
329,U,Bike Rack,-123.36160768609,48.4260844415752
330,SNAKE,Bike Rack,-123.362047402997,48.4267593144658
331,U,Bike Rack,-123.362174433191,48.4263916807124
332,U,Bike Rack,-123.362178670825,48.4263749292762
333,U,Bike Rack,-123.362220189276,48.4261639461834
334,U,Bike Rack,-123.360801461687,48.4257192563742
335,U,Bike Rack,-123.360774099202,48.4257162778391
336,U,Bike Rack,-123.36025092096,48.4256784012906
337,U,Bike Rack,-123.360234813236,48.4256754558051
338,U,Bike Rack,-123.35962300964,48.4256344797998
339,U,Bike Rack,-123.359602897822,48.4256280398651
340,U,Bike Rack,-123.358784824756,48.4255319658042
341,U,Bike Rack,-123.358806371321,48.4255300606978
342,U,Bike Rack,-123.358286232473,48.4254856703615
343,U,Bike Rack,-123.357365793593,48.4253531744643
344,U,Bike Rack,-123.357344452587,48.4253431393685
345,U,Bike Rack,-123.35718530102,48.4253475170991
346,U,Bike Rack,-123.357043996943,48.4253385054483
347,U,Bike Rack,-123.358745317309,48.4257338232823
348,U,Bike Rack,-123.35798861043,48.4256580158874
349,U,Bike Rack,-123.35681840251,48.4255290684168
350,U,Bike Rack,-123.35963424512,48.4258378552516
351,U,Bike Rack,-123.359526998296,48.4258228418671
352,U,Bike Rack,-123.359756957185,48.4258494258378
353,U,Bike Rack,-123.360212977018,48.4259000738608
354,U,Bike Rack,-123.357409829882,48.4264663463004
355,4 TRIANGLES,Bike Rack,-123.358876129851,48.426718312745
356,7 TRIANGLES,Bike Rack,-123.362163485547,48.4303748936634
357,V,Bike Rack,-123.365353710928,48.4283122572432
358,V,Bike Rack,-123.365369262451,48.4283072301146
359,V,Bike Rack,-123.365383545467,48.428299302915
360,U,Bike Rack,-123.365324414647,48.4283131805434
361,U,Bike Rack,-123.365305063301,48.4283099230801
362,V,Bike Rack,-123.365629299726,48.428221172407
363,V,Bike Rack,-123.365611059497,48.4282186581837
364,V,Bike Rack,-123.365592258491,48.4282150436575
365,V,Bike Rack,-123.365622628561,48.4282149472636
366,V,Bike Rack,-123.365604383061,48.4282116980362
367,V,Bike Rack,-123.365583371925,48.4282080905234
368,4 TRIANGLES,Bike Rack,-123.366717203618,48.428280368832
369,U,Bike Rack,-123.367836040418,48.4285817831141
370,U,Bike Rack,-123.367827490547,48.4285754561403
371,U,Bike Rack,-123.367822958546,48.428582086703
372,U,Bike Rack,-123.367814539792,48.4285757584098
373,U,Bike Rack,-123.367809614515,48.4285822156944
374,U,Bike Rack,-123.367800671284,48.4285758899753
375,U,Bike Rack,-123.367795094263,48.4285826975086
376,U,Bike Rack,-123.362593464834,48.4245382966071
377,U,Bike Rack,-123.36252245694,48.4248230050519
378,U,Bike Rack,-123.362686787921,48.4241515560833
379,U,Bike Rack,-123.362474005126,48.4249972545562
380,U,Bike Rack,-123.362738117478,48.4239967109973
381,U,Bike Rack,-123.362904695059,48.4232943618447
382,U,Bike Rack,-123.362939608643,48.4231681846191
383,U,Bike Rack,-123.362837398122,48.4223305104837
384,U,Bike Rack,-123.362444234454,48.4238765102675
385,SNAKE,Bike Rack,-123.36238476992,48.424021140814
386,U,Bike Rack,-123.362141592517,48.4241818447052
387,U,Bike Rack,-123.362116088413,48.4241783559435
388,U,Bike Rack,-123.361600486207,48.4241370718798
389,U,Bike Rack,-123.360926783443,48.4240692355
390,U,Bike Rack,-123.360716445665,48.4240460192523
391,U,Bike Rack,-123.360543501155,48.4240243463563
392,U,Bike Rack,-123.359941638554,48.4241280867462
393,U,Bike Rack,-123.359923947123,48.4241259018794
394,U,Bike Rack,-123.360844644509,48.4242214070316
395,U,Bike Rack,-123.361386989931,48.4242792443355
396,U,Bike Rack,-123.362191483233,48.4243680130156
397,U,Bike Rack,-123.36227597483,48.4244339863374
398,U,Bike Rack,-123.362169167832,48.424928249782
399,U,Bike Rack,-123.362198419671,48.424833290839
400,3 TRIANGLES,Bike Rack,-123.361395702178,48.4249607013799
401,U,Bike Rack,-123.359805393132,48.4247916977514
402,7 TRIANGLES,Bike Rack,-123.360149549545,48.4247781791358
403,U,Bike Rack,-123.360075086883,48.4248177754815
404,4 TRIANGLES,Bike Rack,-123.361742621456,48.4226436642793
405,U,Bike Rack,-123.367203206438,48.4287173624809
406,U,Bike Rack,-123.367214584954,48.4291621888566
407,U,Bike Rack,-123.367233710632,48.4296639322392
408,U,Bike Rack,-123.368236301912,48.4301417253637
409,U,Bike Rack,-123.368308126837,48.4301389361707
410,U,Bike Rack,-123.368309566813,48.4302565473046
411,U,Bike Rack,-123.368027840629,48.4302760258196
412,U,Bike Rack,-123.367289608992,48.4305724352981
413,U,Bike Rack,-123.367287826175,48.4308739852368
414,U,Bike Rack,-123.367288925485,48.4308920423399
415,U,Bike Rack,-123.366624519561,48.4293134351604
416,5 SPIRAL,Bike Rack,-123.366119261507,48.4292386153441
417,4 TRIANGLES,Bike Rack,-123.365660895746,48.4291127895782
418,U,Bike Rack,-123.365661616446,48.4294438753968
419,U,Bike Rack,-123.365751232237,48.4294446938798
420,U,Bike Rack,-123.366905643328,48.4291295290066
421,V,Bike Rack,-123.366882619807,48.4290802471576
422,V,Bike Rack,-123.36688784429,48.4290687580851
423,V,Bike Rack,-123.36689572232,48.4290572605586
424,U,Bike Rack,-123.366188185144,48.4294460730645
425,U,Bike Rack,-123.366831109094,48.4294392016588
426,U,Bike Rack,-123.366827808724,48.4294455142677
427,U,Bike Rack,-123.366923042235,48.4295381859487
428,U,Bike Rack,-123.366035259132,48.4301505207373
429,SNAKE,Bike Rack,-123.364654494474,48.4305296929354
430,U,Bike Rack,-123.364627375686,48.4295876215558
431,U,Bike Rack,-123.364628914246,48.4298026292149
432,U,Bike Rack,-123.364616727612,48.4292618679984
433,U,Bike Rack,-123.364616802458,48.4292723370661
434,U,Bike Rack,-123.364280769968,48.4282877425935
435,U,Bike Rack,-123.364208867206,48.4285272786545
436,U,Bike Rack,-123.364192153582,48.4285185868345
437,U,Bike Rack,-123.363352589498,48.4286613317803
438,U,Bike Rack,-123.363729460601,48.4286561713138
439,U,Bike Rack,-123.364288102331,48.4292908330292
440,U,Bike Rack,-123.364267831657,48.4292838186317
441,3 TRIANGLES,Bike Rack,-123.363323763291,48.429687425146
442,3 TRIANGLES,Bike Rack,-123.363324844102,48.4298391217971
443,3 TRIANGLES,Bike Rack,-123.36335593601,48.4299661847634
444,3 TRIANGLES,Bike Rack,-123.363350086684,48.4300866707964
445,4 SPIRALS,Bike Rack,-123.364295998494,48.4303534724518
446,SNAKE,Bike Rack,-123.364341190171,48.4309051445908
447,U,Bike Rack,-123.356475455471,48.4235757900521
448,U,Bike Rack,-123.356350320373,48.4235604846918
449,U,Bike Rack,-123.3711406103,48.4209161800403
450,U,Bike Rack,-123.371128905954,48.4209110429191
451,V,Bike Rack,-123.371235302126,48.4209357277747
452,V,Bike Rack,-123.371245271612,48.4209398286763
453,V,Bike Rack,-123.371263945796,48.4209447283241
454,U,Bike Rack,-123.371120425309,48.4207758432805
455,U,Bike Rack,-123.37197656636,48.421117034374
456,U,Bike Rack,-123.371959134991,48.4211118834044
457,U,Bike Rack,-123.37279993798,48.4211756048084
458,U,Bike Rack,-123.37162835905,48.4208843738902
459,7 TRIANGLES,Bike Rack,-123.36835660244,48.420462251174
460,7 TRIANGLES,Bike Rack,-123.368128731674,48.4203528171836
461,7 TRIANGLES,Bike Rack,-123.367285065689,48.4199483696237
462,3 CUSTOM STYLE,Bike Rack,-123.366614887046,48.4210279963005
463,7 TRIANGLES,Bike Rack,-123.366659590184,48.4209976126206
464,U,Bike Rack,-123.366276732985,48.421450687673
465,U,Bike Rack,-123.366265451425,48.4214633332294
466,SNAKE,Bike Rack,-123.36630825764,48.4215096778886
467,3 TRIANGLES,Bike Rack,-123.365914351001,48.4213373627285
468,3 TRIANGLES,Bike Rack,-123.365889850032,48.4213149122729
469,U,Bike Rack,-123.364659260937,48.4211320289092
470,CUSTOM,Bike Rack,-123.364392812997,48.4212091832086
471,CUSTOM,Bike Rack,-123.364374523774,48.4212037982067
472,CUSTOM,Bike Rack,-123.364257348991,48.4211608579388
473,CUSTOM,Bike Rack,-123.364244263988,48.4211528978092
474,U,Bike Rack,-123.371969013333,48.4187240144041
475,U,Bike Rack,-123.371962066954,48.4187378078473
476,U,Bike Rack,-123.370713173181,48.4180711680367
477,7 TRIANGLES,Bike Rack,-123.370724584016,48.4178925823042
478,U,Bike Rack,-123.371098219181,48.4180204368044
479,U,Bike Rack,-123.370576519741,48.418077723326
480,U,Bike Rack,-123.368715510745,48.4184531583013
481,U,Bike Rack,-123.363840342546,48.4278895637257
482,U,Bike Rack,-123.366950548568,48.4300858706079
483,U,Bike Rack,-123.364321749701,48.4299598425895
484,U,Bike Rack,-123.364322462263,48.4300664001502
485,U,Bike Rack,-123.368955078266,48.4195658200669
486,U,Bike Rack,-123.368961535602,48.4196369682326
487,SNAKE,Bike Rack,-123.353750320964,48.4272873804043
488,3 TRIANGLES,Bike Rack,-123.354725385181,48.4269082365502
489,4 TRIANGLES,Bike Rack,-123.354791176067,48.4269178553423
490,U,Bike Rack,-123.354763425154,48.4269249491959
491,SNAKE,Bike Rack,-123.356060737015,48.4264404407974
492,U,Bike Rack,-123.3558925298,48.4263092431524
493,,Bike Rack,-123.361982383979,48.4256821663299
494,,Bike Rack,-123.361964778123,48.4257714847005
495,,Bike Rack,-123.362032221355,48.4253724449889
496,,Bike Rack,-123.369477134792,48.4279103499646
497,,Bike Rack,-123.369492567628,48.4278684059798
498,,Bike Rack,-123.369482370689,48.4278432068504
499,,Bike Rack,-123.369252433543,48.4277750216807
500,,Bike Rack,-123.368726545656,48.4277158102605
501,,Bike Rack,-123.368630973111,48.4277050478374
502,,Bike Rack,-123.368486949814,48.4276712319365
503,,Bike Rack,-123.368523817563,48.4275764949912
504,,Bike Rack,-123.368531305901,48.4275732574361
505,,Bike Rack,-123.368054846642,48.427639050721
506,,,-123.367720892339,48.4276029845827
507,,Bike Rack,-123.365142575369,48.4271738242069
508,,Bike Rack,-123.366342216503,48.4265112930476
509,,Bike Rack,-123.366368261269,48.4264029049495
510,,Bike Rack,-123.366043406164,48.4264872496932
511,,Bike Rack,-123.366103341374,48.4263668514814
512,U,Bike Rack,-123.367334715966,48.4257269929461
